"","GMIS.Region","GMIS.Division","Position","Total.Filled","Total.Unfilled","Total.Authorized","Filling.Up.Rate"
"6758","Region V - Bicol","Masbate City","Administrative Officer V",2,0,2,100
"6759","Region V - Bicol","Masbate City","Assistant School Principal II",3,0,3,100
"6760","Region V - Bicol","Masbate City","Assistant Schools Division Superintendent",1,0,1,100
"6761","Region V - Bicol","Masbate City","Attorney III",1,0,1,100
"6762","Region V - Bicol","Masbate City","Chief Education Supervisor",2,0,2,100
"6763","Region V - Bicol","Masbate City","Dentist II",2,0,2,100
"6764","Region V - Bicol","Masbate City","Disbursing Officer I",1,0,1,100
"6765","Region V - Bicol","Masbate City","Education Program Specialist II",5,0,5,100
"6766","Region V - Bicol","Masbate City","Education Program Supervisor",11,0,11,100
"6767","Region V - Bicol","Masbate City","Engineer III",1,0,1,100
"6768","Region V - Bicol","Masbate City","Guidance Coordinator III",1,0,1,100
"6769","Region V - Bicol","Masbate City","Head Teacher I",7,1,8,87.5
"6770","Region V - Bicol","Masbate City","Head Teacher II",3,0,3,100
"6771","Region V - Bicol","Masbate City","Head Teacher III",9,1,10,90
"6772","Region V - Bicol","Masbate City","Head Teacher VI",4,0,4,100
"6773","Region V - Bicol","Masbate City","Information Technology Officer I",1,0,1,100
"6774","Region V - Bicol","Masbate City","Librarian II",1,0,1,100
"6775","Region V - Bicol","Masbate City","Master Teacher I",60,4,64,93.75
"6776","Region V - Bicol","Masbate City","Master Teacher II",37,0,37,100
"6777","Region V - Bicol","Masbate City","Master Teacher III",1,0,1,100
"6778","Region V - Bicol","Masbate City","Medical Officer III",1,0,1,100
"6779","Region V - Bicol","Masbate City","Nurse II",8,0,8,100
"6780","Region V - Bicol","Masbate City","Planning Officer III",1,0,1,100
"6781","Region V - Bicol","Masbate City","Project Development Officer I",3,1,4,75
"6782","Region V - Bicol","Masbate City","Project Development Officer II",2,0,2,100
"6783","Region V - Bicol","Masbate City","Public Schools District Supervisor",10,0,10,100
"6784","Region V - Bicol","Masbate City","Registrar I",1,0,1,100
"6785","Region V - Bicol","Masbate City","School Principal I",24,1,25,96
"6786","Region V - Bicol","Masbate City","School Principal II",2,1,3,66.67
"6787","Region V - Bicol","Masbate City","School Principal III",1,0,1,100
"6788","Region V - Bicol","Masbate City","School Principal IV",2,0,2,100
"6789","Region V - Bicol","Masbate City","Schools Division Superintendent",1,0,1,100
"6790","Region V - Bicol","Masbate City","Security Guard I",2,0,2,100
"6791","Region V - Bicol","Masbate City","Senior Bookkeeper",3,1,4,75
"6792","Region V - Bicol","Masbate City","Senior Education Program Specialist",4,0,4,100
"6793","Region V - Bicol","Masbate City","Special Education Teacher I",4,0,4,100
"6794","Region V - Bicol","Masbate City","Special Education Teacher III",1,0,1,100
"6795","Region V - Bicol","Masbate City","Special Science Teacher I",4,0,4,100
"6796","Region V - Bicol","Masbate City","Teacher I",341,6,347,98.27
"6797","Region V - Bicol","Masbate City","Teacher II",155,19,174,89.08
"6798","Region V - Bicol","Masbate City","Teacher III",594,16,610,97.38
"6799","Region V - Bicol","Masbate City","Watchman I",3,0,3,100
"6800","Region V - Bicol","Naga City","Accountant I",1,1,2,50
"6801","Region V - Bicol","Naga City","Accountant III",1,0,1,100
"6802","Region V - Bicol","Naga City","Administrative Aide I",12,1,13,92.31
"6803","Region V - Bicol","Naga City","Administrative Aide II",2,0,2,100
"6804","Region V - Bicol","Naga City","Administrative Aide III",1,0,1,100
"6805","Region V - Bicol","Naga City","Administrative Aide IV",5,0,5,100
"6806","Region V - Bicol","Naga City","Administrative Aide VI",9,0,9,100
"6807","Region V - Bicol","Naga City","Administrative Assistant I",1,0,1,100
"6808","Region V - Bicol","Naga City","Administrative Assistant II",23,4,27,85.19
"6809","Region V - Bicol","Naga City","Administrative Assistant III",15,5,20,75
"6810","Region V - Bicol","Naga City","Administrative Officer I",3,0,3,100
"6811","Region V - Bicol","Naga City","Administrative Officer II",43,2,45,95.56
"6812","Region V - Bicol","Naga City","Administrative Officer IV",5,1,6,83.33
"6813","Region V - Bicol","Naga City","Administrative Officer V",2,0,2,100
"6814","Region V - Bicol","Naga City","Assistant School Principal II",3,0,3,100
"6815","Region V - Bicol","Naga City","Attorney III",1,0,1,100
"6816","Region V - Bicol","Naga City","Chief Education Supervisor",2,0,2,100
"6817","Region V - Bicol","Naga City","Dentist I",1,0,1,100
"6818","Region V - Bicol","Naga City","Dentist II",2,0,2,100
"6819","Region V - Bicol","Naga City","Education Program Specialist II",4,1,5,80
"6820","Region V - Bicol","Naga City","Education Program Supervisor",11,1,12,91.67
"6821","Region V - Bicol","Naga City","Engineer III",1,0,1,100
"6822","Region V - Bicol","Naga City","Guidance Coordinator III",2,0,2,100
"6823","Region V - Bicol","Naga City","Guidance Counselor II",12,0,12,100
"6824","Region V - Bicol","Naga City","Guidance Counselor III",2,1,3,66.67
"6825","Region V - Bicol","Naga City","Head Teacher I",9,1,10,90
"6826","Region V - Bicol","Naga City","Head Teacher III",9,0,9,100
"6827","Region V - Bicol","Naga City","Head Teacher VI",7,0,7,100
"6828","Region V - Bicol","Naga City","Information Technology Officer I",1,0,1,100
"6829","Region V - Bicol","Naga City","Librarian II",1,0,1,100
"6830","Region V - Bicol","Naga City","Master Teacher I",140,11,151,92.72
"6831","Region V - Bicol","Naga City","Master Teacher II",43,1,44,97.73
"6832","Region V - Bicol","Naga City","Master Teacher III",1,0,1,100
"6833","Region V - Bicol","Naga City","Medical Officer III",2,0,2,100
"6834","Region V - Bicol","Naga City","Nurse II",9,0,9,100
"6835","Region V - Bicol","Naga City","Project Development Officer I",8,0,8,100
"6836","Region V - Bicol","Naga City","Project Development Officer II",2,0,2,100
"6837","Region V - Bicol","Naga City","Public Schools District Supervisor",10,0,10,100
"6838","Region V - Bicol","Naga City","Registrar I",2,0,2,100
"6839","Region V - Bicol","Naga City","School Librarian I",1,0,1,100
"6840","Region V - Bicol","Naga City","School Librarian III",1,0,1,100
"6841","Region V - Bicol","Naga City","School Principal I",23,0,23,100
"6842","Region V - Bicol","Naga City","School Principal II",6,2,8,75
"6843","Region V - Bicol","Naga City","School Principal III",4,0,4,100
"6844","Region V - Bicol","Naga City","School Principal IV",3,0,3,100
"6845","Region V - Bicol","Naga City","Schools Division Superintendent",1,0,1,100
"6846","Region V - Bicol","Naga City","Security Guard I",3,0,3,100
"6847","Region V - Bicol","Naga City","Senior Bookkeeper",2,3,5,40
"6848","Region V - Bicol","Naga City","Senior Education Program Specialist",4,0,4,100
"6849","Region V - Bicol","Naga City","Special Education Teacher I",4,4,8,50
"6850","Region V - Bicol","Naga City","Special Education Teacher II",1,1,2,50
"6851","Region V - Bicol","Naga City","Special Education Teacher III",17,0,17,100
"6852","Region V - Bicol","Naga City","Special Science Teacher I",34,11,45,75.56
"6853","Region V - Bicol","Naga City","Teacher I",614,10,624,98.4
"6854","Region V - Bicol","Naga City","Teacher II",316,27,343,92.13
"6855","Region V - Bicol","Naga City","Teacher III",698,15,713,97.9
